year,date,region,site,distance_m,blade_sample_id,macrophyte,shoot_length_cm,broken,shoot_width_cm,blades,foil_wgt_g,wet_wgt_g,dry_wgt_g,final_dry_g,photo,notes,oven_date,QAQC_date,QAQC_Initials
2015,01-Aug,choked,inner carolyn,30,145,smithora,NA,NA,NA,NA,0.37,4.6,0.73,0.36,NA,,,,
2015,01-Aug,choked,inner carolyn,30,145,punctaria,NA,NA,NA,NA,0.42,1.52,0.59,0.17,NA,,,,
2015,01-Aug,choked,north pigu,40,168,smithora,NA,NA,NA,NA,1.36,8,2.01,0.65,NA,,,,
2015,01-Aug,choked,inner derek,40,no number,smithora,NA,NA,NA,NA,0.8,6.86,1.46,0.66,NA,,,,
2015,01-Aug,choked,inner derek,40,no number,punctaria,NA,NA,NA,NA,0.61,1.18,0.69,0.08,NA,,,,
2015,01-Aug,choked,inner derek,20,82,smithora,NA,NA,NA,NA,1.18,4.89,1.43,0.25,NA,,,,
2015,01-Aug,choked,inner carolyn,40,59,smithora,NA,NA,NA,NA,0.78,3.65,1.04,0.26,NA,,,,
2015,01-Aug,choked,inner carolyn,40,59,punctaria,NA,NA,NA,NA,0.75,NA,1.19,0.44,NA,no wet weight,,,
2015,01-Aug,choked,inner sandspit,10,112,smithora,NA,NA,NA,NA,0.73,5.74,1.37,0.64,NA,,,,
2015,01-Aug,choked,inner carolyn,0,147,smithora,NA,NA,NA,NA,0.42,3.79,0.82,0.4,NA,,,,
2015,01-Aug,choked,inner derek,0,035M,smithora,NA,NA,NA,NA,0.81,6.2,1.36,0.55,NA,,,,
2015,01-Aug,choked,inner derek,0,035M,punctaria,NA,NA,NA,NA,0.58,1.96,0.77,0.19,NA,,,,
2015,01-Aug,choked,inner carolyn,20,236,punctaria,NA,NA,NA,NA,0.37,0.91,0.51,0.14,NA,,,,
2015,01-Aug,choked,inner derek,30,119,smithora,NA,NA,NA,NA,0.94,7.71,1.27,0.33,NA,,,,
2015,01-Aug,choked,inner derek,10,206,punctaria,NA,NA,NA,NA,0.41,0.34,0.61,0.2,NA,,,,
2015,01-Aug,choked,inner derek,10,206,smithora,NA,NA,NA,NA,0.89,10.13,1.79,0.9,NA,,,,
2015,01-Aug,choked,inner derek,30,119,punctaria,NA,NA,NA,NA,0.61,1.53,0.66,0.05,NA,,,,
2015,02-Jun,choked,north pigu,15,,zostera,NA,NA,NA,NA,3.14,25.58,6.2,3.06,NA,,,,
2015,02-Jun,choked,north pigu,15,,zostera,NA,NA,NA,NA,3.49,21.58,6.39,2.9,NA,,,,
2015,02-Jun,choked,north pigu,15,,zostera,NA,NA,NA,NA,3.45,21.09,6.46,3.01,NA,,,,
2015,02-Jun,choked,north pigu,15,,ulva,NA,NA,NA,NA,0.82,1.51,0.89,0.07,NA,,,,
2015,02-Jun,choked,north pigu,NA,2,smithora.bryozoan,NA,NA,NA,NA,1.97,80.12,10.96,8.99,NA,,,,
2015,02-Jun,choked,north pigu,NA,4,smithora.bryozoan,NA,NA,NA,NA,1.62,24.07,3.96,2.34,NA,,,,
2015,02-Jun,choked,north pigu,NA,3,smithora.bryozoan,NA,NA,NA,NA,1.93,86.01,11.81,9.88,NA,,,,
2015,02-Jun,choked,north pigu,NA,5,smithora.bryozoan,NA,NA,NA,NA,1.76,25.71,4.6,2.84,NA,,,,
2015,02-Jun,choked,north pigu,NA,1,smithora.bryozoan,NA,NA,NA,NA,1.85,82.11,12.39,10.54,NA,*sample did not dry completely despite being in oven for 5 days,,,
2015,02-Jun,choked,lower,15,,smithora.bryozoan,NA,NA,NA,NA,3.1,91.1,NA,NA,NA,"*sample lost, cannot find",,,
2015,02-Jun,choked,lower,15,,zostera,NA,NA,NA,NA,3.2,39.99,6.95,3.75,NA,,,,
2015,02-Jun,choked,lower,15,,zostera,NA,NA,NA,NA,3.15,33.33,8.61,5.46,NA,,,,
2015,02-Jun,choked,lower,15,,zostera,NA,NA,NA,NA,3.24,21.52,5.92,2.68,NA,,,,
2015,27-May,choked,north pigu,,5000,zostera,NA,NA,NA,NA,1.84,NA,5.3,3.46,NA,,,,
2015,27-May,choked,lower,,99,smithora,NA,NA,NA,NA,1.33,NA,4.58,3.25,NA,,,,
2015,27-May,choked,flat,,71,smithora,NA,NA,NA,NA,1.38,NA,4.17,2.79,NA,,,,
2015,27-May,choked,flat,,58,smithora,NA,NA,NA,NA,1.8,NA,2.27,0.47,NA,,,,
2015,27-May,choked,flat,,16,smithora,NA,NA,NA,NA,1.56,NA,1.67,0.11,NA,,,,
2015,27-May,choked,flat,,27,smithora,NA,NA,NA,NA,1.9,NA,2.42,0.52,NA,,,,
2015,27-May,choked,flat,,27,zostera,NA,NA,NA,NA,2.8,NA,4.74,1.94,NA,,,,
2015,27-May,choked,lower,NA,49,zostera,NA,NA,NA,NA,NA,NA,3.55,NA,NA,,,,
2015,27-May,choked,flat,,58,zostera,NA,NA,NA,NA,2.15,NA,3.49,1.34,NA,,,,
2015,27-May,choked,lower,,82,zostera,NA,NA,NA,NA,1.91,NA,3.83,1.92,NA,,,,
2015,27-May,choked,lower,,82,smithora,NA,NA,NA,NA,1.36,NA,2.18,0.82,NA,,,,
2015,27-May,choked,flat,,16,zostera,NA,NA,NA,NA,1.66,NA,3.11,1.45,NA,,,,
2015,27-May,choked,lower,,49,smithora,NA,NA,NA,NA,1.39,NA,1.83,0.44,NA,,,,
2015,27-May,choked,north pigu,,217,zostera,NA,NA,NA,NA,3.1,NA,4.59,1.49,NA,,,,
2015,27-May,choked,flat,,71,zostera,NA,NA,NA,NA,2.77,NA,5.83,3.06,NA,,,,
2015,27-May,choked,lower,,99,zostera,NA,NA,NA,NA,2.42,NA,4.9,2.48,NA,,,,
2015,27-May,choked,north pigu,,1001,zostera,NA,NA,NA,NA,3.28,NA,5.43,2.15,NA,,,,
2015,27-May,choked,north pigu,,5000,smithora,NA,NA,NA,NA,2.1,NA,6.4,4.3,NA,,,,
2015,29-May,choked,wolf,,112,zostera,NA,NA,NA,NA,1.81,NA,4.8,2.99,NA,,,,
2015,29-May,choked,unknown,,15 or 35?,smithora,NA,NA,NA,NA,2,NA,3.79,1.79,NA,,,,
2015,29-May,choked,north pigu,,113,smithora,NA,NA,NA,NA,1.92,NA,7.47,5.55,NA,,,,
2015,29-May,choked,wolf,,199,smithora,NA,NA,NA,NA,0.67,NA,0.69,0.02,NA,,,,
2015,29-May,choked,alcove,,57,zostera,NA,NA,NA,NA,1.75,NA,3.88,2.13,NA,,,,
2015,29-May,choked,unknown,40,5096,zostera,NA,NA,NA,NA,1.8,NA,2.81,1.01,NA,,,,
2015,29-May,choked,alcove,,38,smithora,NA,NA,NA,NA,0.92,NA,1.02,0.1,NA,,,,
2015,29-May,choked,wolf,,114,zostera,NA,NA,NA,NA,1.62,NA,3.41,1.79,NA,,,,
2015,29-May,choked,wolf,,116,zostera,NA,NA,NA,NA,1.85,NA,2.32,0.47,NA,,,,
2015,29-May,choked,outer sandspit,,100,zostera,NA,NA,NA,NA,1.9,NA,2.8,0.9,NA,,,,
2015,29-May,choked,wolf,,116,smithora,NA,NA,NA,NA,1.34,NA,1.35,0.01,NA,,,,
2015,29-May,choked,alcove,,101,smithora,NA,NA,NA,NA,1.24,NA,1.36,0.12,NA,,,,
2015,29-May,choked,wolf,,114,smithora,NA,NA,NA,NA,0.5,NA,0.51,0.01,NA,,,,
2015,29-May,choked,alcove,,301,unknown.epi,NA,NA,NA,NA,0.7,NA,0.77,0.07,NA,completely unknown epiphyte,,,
2015,29-May,choked,alcove,,210,smithora,NA,NA,NA,NA,0.56,NA,0.55,-0.01,NA,"? lost weight? sample appears intact, likely loss of tin foil",,,
2015,29-May,choked,wolf,,112,smithora,NA,NA,NA,NA,0.66,NA,0.67,0.01,NA,,,,
2015,29-May,choked,wolf,,112,unknown.epi,NA,NA,NA,NA,0.6,NA,0.63,0.03,NA,brown blade epiphyte,,,
2015,29-May,choked,inner sandspit,,37,zostera,NA,NA,NA,NA,2.88,NA,4.24,1.36,NA,,,,
2015,29-May,choked,alcove,,301,zostera,NA,NA,NA,NA,3.36,NA,6.31,2.95,NA,,,,
2015,29-May,choked,outer sandspit,40,96,zostera,NA,NA,NA,NA,1.81,NA,3.05,1.24,NA,,,,
2015,29-May,choked,alcove,,38,zostera,NA,NA,NA,NA,1.86,NA,3.44,1.58,NA,,,,
2015,29-May,choked,alcove,,210,zostera,NA,NA,NA,NA,2.11,NA,2.5,0.39,NA,,,,
2015,29-May,choked,wolf,,114,unknown.epi,NA,NA,NA,NA,0.42,NA,0.43,0.01,NA,brown blade epiphyte,,,
2015,29-May,choked,outer sandspit,,90,zostera,NA,NA,NA,NA,1.9,NA,2.8,0.9,NA,,,,
2015,29-May,choked,unknown,,113,zostera,NA,NA,NA,NA,1.45,NA,3.86,2.41,NA,,,,
2015,29-May,choked,inner sandspit,,75,zostera,NA,NA,NA,NA,1.7,NA,5.55,3.85,NA,,,,
2015,29-May,choked,alcove,,101,zostera,NA,NA,NA,NA,1.44,NA,3.52,2.08,NA,,,,
2015,29-May,choked,outer sandspit,,555,smithora,NA,NA,NA,NA,1.4,NA,1.38,0,NA,lost weight?,,,
2015,29-May,choked,outer sandspit,,90,smithora,NA,NA,NA,NA,2,NA,2.21,0.21,NA,,,,
2015,29-May,choked,outer sandspit,,555,zostera,NA,NA,NA,NA,3.2,NA,3.95,0.75,NA,,,,
2015,29-May,choked,alcove,,57,smithora,NA,NA,NA,NA,1.15,NA,1.26,0.11,NA,,,,
2015,29-May,choked,inner sandspit,,35,zostera,NA,NA,NA,NA,1.81,NA,3.15,1.34,NA,,,,
2015,29-May,choked,outer sandspit,40,96,smithora,NA,NA,NA,NA,1.3,NA,1.45,0.15,NA,,,,
2015,29-May,choked,wolf,,195,zostera,NA,NA,NA,NA,2.8,NA,4.69,1.89,NA,,,,
2015,29-May,choked,inner sandspit,,30,zostera,NA,NA,NA,NA,2.69,NA,4.16,1.47,NA,,,,
2015,29-May,choked,inner sandspit,,75,smithora,NA,NA,NA,NA,1.5,NA,2.96,1.46,NA,,,,
2015,29-May,choked,wolf,,199,zostera,NA,NA,NA,NA,1.73,NA,3.37,1.64,NA,,,,
2015,29-May,choked,inner sandspit,,NA,smithora,NA,NA,NA,NA,0.72,NA,2.94,2.22,NA,,,,
2015,29-May,choked,inner sandspit,,30,smithora,NA,NA,NA,NA,1.3,NA,6.47,5.17,NA,,,,
2015,31-May,choked,inner derek,,118,zostera,NA,NA,NA,NA,1.93,NA,3.42,1.49,NA,,,,
2015,31-May,choked,inner carolyn,,115,zostera,NA,NA,NA,NA,1.61,NA,3.75,2.14,NA,,,,
2015,31-May,choked,inner derek,,27,zostera,NA,NA,NA,NA,1.91,NA,3.6,1.69,NA,,,,
2015,31-May,choked,inner tristan,,102,zostera,NA,NA,NA,NA,1.14,NA,2.58,1.44,NA,,,,
2015,31-May,choked,inner ang,,49,zostera,NA,NA,NA,NA,1.45,NA,3.02,1.57,NA,,,,
2015,31-May,choked,inner carolyn,,107,zostera,NA,NA,NA,NA,1.81,NA,4.04,2.23,NA,,,,
2015,31-May,choked,inner derek,,28,zostera,NA,NA,NA,NA,1.89,NA,4.65,2.76,NA,,,,
2015,31-May,choked,inner tristan,,25,zostera,NA,NA,NA,NA,1.43,NA,2.9,1.47,NA,,,,
2015,31-May,choked,inner carolyn,,64,zostera,NA,NA,NA,NA,1.57,NA,3.65,2.08,NA,,,,
2015,31-May,choked,inner ang,,42,zostera,NA,NA,NA,NA,1.44,NA,2.49,1.05,NA,,,,
2015,31-May,choked,inner ang,,204,zostera,NA,NA,NA,NA,1.7,NA,3.78,2.08,NA,,,,
2015,31-May,choked,inner derek,,70,zostera,NA,NA,NA,NA,1.87,NA,4.08,2.21,NA,,,,
2015,31-May,choked,inner tristan,,20,zostera,NA,NA,NA,NA,1.52,NA,4.14,2.62,NA,,,,
2015,31-May,choked,inner tristan,,104,zostera,NA,NA,NA,NA,1.44,NA,3,1.56,NA,,,,
2015,31-May,choked,inner carolyn,,99,zostera,NA,NA,NA,NA,1.72,NA,4.36,2.64,NA,,,,
2015,31-May,choked,inner carolyn,,58,zostera,NA,NA,NA,NA,2.1,NA,5.44,3.34,NA,,,,
2015,31-May,choked,inner ang,,72,zostera,NA,NA,NA,NA,1.71,NA,4.49,2.78,NA,,,,
2015,31-May,choked,inner carolyn,,16,zostera,NA,NA,NA,NA,1.78,NA,4.7,2.92,NA,,,,
2015,31-May,choked,inner ang,,40,zostera,NA,NA,NA,NA,1.5,NA,3.4,1.9,NA,,,,
2015,31-May,choked,inner tristan,,208,zostera,NA,NA,NA,NA,1.46,NA,3.36,1.9,NA,,,,
2015,29-May,choked,alcove,,301,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner ang,,49,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner ang,,42,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner ang,,204,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner ang,,72,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner ang,,40,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner carolyn,,115,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner carolyn,,107,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner carolyn,,64,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner carolyn,,99,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner carolyn,,58,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner carolyn,,16,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner derek,,118,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner derek,,27,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner derek,,28,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner derek,,70,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,29-May,choked,inner sandspit,,37,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,29-May,choked,inner sandspit,,35,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner tristan,,102,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner tristan,,25,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner tristan,,20,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner tristan,,104,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,31-May,choked,inner tristan,,208,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,29-May,choked,outer sandspit,,100,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,29-May,choked,wolf,,195,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,08-Jul,choked,flat,40,216,smithora,NA,NA,NA,NA,0,0,0,0,,,,,
2015,06-Jul,choked,inner ang,0,149,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,06-Jul,choked,inner ang,20,238,smithora,NA,NA,NA,NA,0,0,0,0,NA,small amount of smithora,,,
2015,07-Jul,choked,inner derek,40,115,smithora,NA,NA,NA,NA,0,0,0,0,N,small amount of smithora,,,
2015,07-Jul,choked,inner tristan,0,123,smithora,NA,NA,NA,NA,0,0,0,0,N,,,,
2015,07-Jul,choked,inner tristan,10,114,smithora,NA,NA,NA,NA,0,0,0,0,N,,,,
2015,07-Jul,choked,inner tristan,20,151,smithora,NA,NA,NA,NA,0,0,0,0,N,,,,
2015,07-Jul,choked,inner tristan,30,149,smithora,NA,NA,NA,NA,0,0,0,0,N,,,,
2015,08-Jul,choked,outer sandspit,0,38,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,08-Jul,choked,outer sandspit,30,81,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,08-Jul,choked,outer sandspit,40,120,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
2015,29-Jul,choked,inner tristan,10,209,smithora,NA,NA,NA,NA,0,0,0,0,NA,,,,
